Algorytm,Poziom_trudnosci,Czas_ms,Odwiedzone_stany,Przetworzone_stany,Max_glebokosc
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.005,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.005,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.006,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.012,4,2,1
BFS,1,0.014,4,2,1
DFS,1,0.01,4,2,1
A* (Manh),1,0.025,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.006,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.005,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.005,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.005,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.009,4,2,1
DFS,1,0.006,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.006,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.006,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.005,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.005,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.005,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.029,4,2,1
A* (Hamm),1,0.011,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.006,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,1,0.006,4,2,1
DFS,1,0.005,4,2,1
A* (Manh),1,0.023,4,2,1
A* (Hamm),1,0.01,4,2,1
BFS,2,0.002,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.002,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.002,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.017,10,5,2
DFS,2,0.01,6,3,2
A* (Manh),2,0.039,6,3,2
A* (Hamm),2,0.018,6,3,2
BFS,2,0.029,18,8,2
DFS,2,534.817,250659,250649,20
A* (Manh),2,0.231,7,3,2
A* (Hamm),2,0.028,7,3,2
BFS,2,0.027,15,6,2
DFS,2,0.012,7,3,2
A* (Manh),2,0.047,7,3,2
A* (Hamm),2,0.021,7,3,2
BFS,2,0.017,10,5,2
DFS,2,0.01,6,3,2
A* (Manh),2,0.04,6,3,2
A* (Hamm),2,0.018,6,3,2
BFS,2,0.003,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.016,10,5,2
DFS,2,0.01,6,3,2
A* (Manh),2,0.039,6,3,2
A* (Hamm),2,0.018,6,3,2
BFS,2,0.022,15,6,2
DFS,2,0.01,7,3,2
A* (Manh),2,0.046,7,3,2
A* (Hamm),2,0.021,7,3,2
BFS,2,0.016,10,5,2
DFS,2,0.013,6,3,2
A* (Manh),2,0.04,6,3,2
A* (Hamm),2,0.018,6,3,2
BFS,2,0.027,18,8,2
DFS,2,504.951,250659,250649,20
A* (Manh),2,0.3,7,3,2
A* (Hamm),2,0.031,7,3,2
BFS,2,0.033,18,8,2
DFS,2,501.338,250659,250649,20
A* (Manh),2,0.268,7,3,2
A* (Hamm),2,0.032,7,3,2
BFS,2,0.034,18,8,2
DFS,2,499.179,250659,250649,20
A* (Manh),2,0.238,7,3,2
A* (Hamm),2,0.031,7,3,2
BFS,2,0.023,10,5,2
DFS,2,0.012,6,3,2
A* (Manh),2,0.042,6,3,2
A* (Hamm),2,0.019,6,3,2
BFS,2,0.003,1,1,0
DFS,2,0.003,1,1,0
A* (Manh),2,0.003,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.002,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.023,15,6,2
DFS,2,0.011,7,3,2
A* (Manh),2,0.047,7,3,2
A* (Hamm),2,0.021,7,3,2
BFS,2,0.017,10,5,2
DFS,2,0.01,6,3,2
A* (Manh),2,0.04,6,3,2
A* (Hamm),2,0.018,6,3,2
BFS,2,0.003,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.016,10,5,2
DFS,2,0.01,6,3,2
A* (Manh),2,0.04,6,3,2
A* (Hamm),2,0.018,6,3,2
BFS,2,0.016,10,5,2
DFS,2,0.01,6,3,2
A* (Manh),2,0.039,6,3,2
A* (Hamm),2,0.018,6,3,2
BFS,2,0.016,10,5,2
DFS,2,0.01,6,3,2
A* (Manh),2,0.04,6,3,2
A* (Hamm),2,0.018,6,3,2
BFS,2,0.003,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.002,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.027,18,8,2
DFS,2,503.741,250659,250649,20
A* (Manh),2,0.243,7,3,2
A* (Hamm),2,0.03,7,3,2
BFS,2,0.022,10,5,2
DFS,2,0.012,6,3,2
A* (Manh),2,0.042,6,3,2
A* (Hamm),2,0.019,6,3,2
BFS,2,0.003,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.028,18,8,2
DFS,2,489.381,250659,250649,20
A* (Manh),2,0.227,7,3,2
A* (Hamm),2,0.03,7,3,2
BFS,2,0.028,15,6,2
DFS,2,0.013,7,3,2
A* (Manh),2,0.048,7,3,2
A* (Hamm),2,0.022,7,3,2
BFS,2,0.003,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.028,18,8,2
DFS,2,519.927,250659,250649,20
A* (Manh),2,0.269,7,3,2
A* (Hamm),2,0.031,7,3,2
BFS,2,0.023,10,5,2
DFS,2,0.012,6,3,2
A* (Manh),2,0.041,6,3,2
A* (Hamm),2,0.02,6,3,2
BFS,2,0.024,15,6,2
DFS,2,0.011,7,3,2
A* (Manh),2,0.047,7,3,2
A* (Hamm),2,0.021,7,3,2
BFS,2,0.017,10,5,2
DFS,2,0.01,6,3,2
A* (Manh),2,0.04,6,3,2
A* (Hamm),2,0.019,6,3,2
BFS,2,0.003,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.002,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.028,18,8,2
DFS,2,587.291,250659,250649,20
A* (Manh),2,0.267,7,3,2
A* (Hamm),2,0.032,7,3,2
BFS,2,0.007,1,1,0
DFS,2,0.004,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.031,18,8,2
DFS,2,509.274,250659,250649,20
A* (Manh),2,0.379,7,3,2
A* (Hamm),2,0.03,7,3,2
BFS,2,0.035,18,8,2
DFS,2,503.888,250659,250649,20
A* (Manh),2,0.323,7,3,2
A* (Hamm),2,0.03,7,3,2
BFS,2,0.034,18,8,2
DFS,2,503.633,250659,250649,20
A* (Manh),2,0.19,7,3,2
A* (Hamm),2,0.029,7,3,2
BFS,2,0.061,1,1,0
DFS,2,0.004,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.026,15,6,2
DFS,2,0.012,7,3,2
A* (Manh),2,0.048,7,3,2
A* (Hamm),2,0.022,7,3,2
BFS,2,0.017,10,5,2
DFS,2,0.01,6,3,2
A* (Manh),2,0.04,6,3,2
A* (Hamm),2,0.018,6,3,2
BFS,2,0.022,15,6,2
DFS,2,0.011,7,3,2
A* (Manh),2,0.046,7,3,2
A* (Hamm),2,0.02,7,3,2
BFS,2,0.016,10,5,2
DFS,2,0.01,6,3,2
A* (Manh),2,0.039,6,3,2
A* (Hamm),2,0.018,6,3,2
BFS,2,0.016,10,5,2
DFS,2,0.01,6,3,2
A* (Manh),2,0.039,6,3,2
A* (Hamm),2,0.018,6,3,2
BFS,2,0.027,18,8,2
DFS,2,499.516,250659,250649,20
A* (Manh),2,0.197,7,3,2
A* (Hamm),2,0.029,7,3,2
BFS,2,0.028,15,6,2
DFS,2,0.012,7,3,2
A* (Manh),2,0.047,7,3,2
A* (Hamm),2,0.022,7,3,2
BFS,2,0.028,18,8,2
DFS,2,518.764,250659,250649,20
A* (Manh),2,0.201,7,3,2
A* (Hamm),2,0.031,7,3,2
BFS,2,0.006,1,1,0
DFS,2,0.004,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.031,18,8,2
DFS,2,543.881,250659,250649,20
A* (Manh),2,0.254,7,3,2
A* (Hamm),2,0.028,7,3,2
BFS,2,0.061,1,1,0
DFS,2,0.004,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.003,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.002,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.002,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.001,1,1,0
BFS,2,0.02,10,5,2
DFS,2,0.011,6,3,2
A* (Manh),2,0.041,6,3,2
A* (Hamm),2,0.019,6,3,2
BFS,2,0.003,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,3,0.077,44,21,3
DFS,3,672.79,333961,333943,20
A* (Manh),3,0.25,10,4,3
A* (Hamm),3,0.041,10,4,3
BFS,3,0.012,4,2,1
DFS,3,0.008,4,2,1
A* (Manh),3,0.025,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.008,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.075,48,23,3
DFS,3,610.087,301331,301309,20
A* (Manh),3,0.206,9,4,3
A* (Hamm),3,0.036,9,4,3
BFS,3,0.033,17,8,3
DFS,3,0.015,7,4,3
A* (Manh),3,0.05,7,4,3
A* (Hamm),3,0.024,7,4,3
BFS,3,0.055,35,16,3
DFS,3,0.015,10,4,3
A* (Manh),3,0.07,10,4,3
A* (Hamm),3,0.03,10,4,3
BFS,3,0.007,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.023,4,2,1
A* (Hamm),3,0.01,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.023,4,2,1
A* (Hamm),3,0.01,4,2,1
BFS,3,0.058,38,18,3
DFS,3,257.148,125424,125412,20
A* (Manh),3,0.172,10,4,3
A* (Hamm),3,0.038,10,4,3
BFS,3,0.011,4,2,1
DFS,3,0.008,4,2,1
A* (Manh),3,0.025,4,2,1
A* (Hamm),3,0.012,4,2,1
BFS,3,0.048,29,13,3
DFS,3,72.487,38628,38614,20
A* (Manh),3,0.204,9,4,3
A* (Hamm),3,0.035,9,4,3
BFS,3,0.076,44,21,3
DFS,3,700.683,333961,333943,20
A* (Manh),3,0.223,10,4,3
A* (Hamm),3,0.087,10,4,3
BFS,3,0.1,4,2,1
DFS,3,0.017,4,2,1
A* (Manh),3,0.043,4,2,1
A* (Hamm),3,0.015,4,2,1
BFS,3,0.009,4,2,1
DFS,3,0.007,4,2,1
A* (Manh),3,0.025,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.063,38,18,3
DFS,3,256.01,125424,125412,20
A* (Manh),3,0.188,10,4,3
A* (Hamm),3,0.041,10,4,3
BFS,3,0.075,41,19,3
DFS,3,787.201,385540,385522,20
A* (Manh),3,0.4,10,4,3
A* (Hamm),3,0.039,10,4,3
BFS,3,0.011,4,2,1
DFS,3,0.008,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.007,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.023,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.04,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.019,4,2,1
A* (Manh),3,0.039,4,2,1
A* (Hamm),3,0.01,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.036,4,2,1
A* (Hamm),3,0.01,4,2,1
BFS,3,0.072,44,21,3
DFS,3,726.62,333961,333943,20
A* (Manh),3,0.2,10,4,3
A* (Hamm),3,0.038,10,4,3
BFS,3,0.011,4,2,1
DFS,3,0.008,4,2,1
A* (Manh),3,0.025,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.073,44,21,3
DFS,3,707.889,333961,333943,20
A* (Manh),3,0.244,10,4,3
A* (Hamm),3,0.038,10,4,3
BFS,3,0.074,4,2,1
DFS,3,0.009,4,2,1
A* (Manh),3,0.025,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.062,39,17,3
DFS,3,0.035,20,10,9
A* (Manh),3,0.063,9,4,3
A* (Hamm),3,0.029,9,4,3
BFS,3,0.008,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.055,35,16,3
DFS,3,0.014,9,4,3
A* (Manh),3,0.061,9,4,3
A* (Hamm),3,0.027,9,4,3
BFS,3,0.007,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.023,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.023,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.023,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.063,41,19,3
DFS,3,842.819,385540,385522,20
A* (Manh),3,0.519,10,4,3
A* (Hamm),3,0.047,10,4,3
BFS,3,0.013,4,2,1
DFS,3,0.01,4,2,1
A* (Manh),3,0.026,4,2,1
A* (Hamm),3,0.012,4,2,1
BFS,3,0.007,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.007,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.023,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.01,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.059,35,16,3
DFS,3,0.016,10,4,3
A* (Manh),3,0.069,10,4,3
A* (Hamm),3,0.031,10,4,3
BFS,3,0.054,35,16,3
DFS,3,0.015,10,4,3
A* (Manh),3,0.069,10,4,3
A* (Hamm),3,0.031,10,4,3
BFS,3,0.027,17,8,3
DFS,3,0.013,7,4,3
A* (Manh),3,0.048,7,4,3
A* (Hamm),3,0.023,7,4,3
BFS,3,0.053,35,16,3
DFS,3,0.014,9,4,3
A* (Manh),3,0.061,9,4,3
A* (Hamm),3,0.029,9,4,3
BFS,3,0.007,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.023,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.007,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.023,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.065,35,16,3
DFS,3,0.022,10,4,3
A* (Manh),3,0.07,10,4,3
A* (Hamm),3,0.032,10,4,3
BFS,3,0.008,4,2,1
DFS,3,0.007,4,2,1
A* (Manh),3,0.025,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.045,29,13,3
DFS,3,79.033,38628,38614,20
A* (Manh),3,0.231,9,4,3
A* (Hamm),3,0.037,9,4,3
BFS,3,0.073,41,19,3
DFS,3,832.118,385540,385522,20
A* (Manh),3,0.365,10,4,3
A* (Hamm),3,0.042,10,4,3
BFS,3,0.011,4,2,1
DFS,3,0.008,4,2,1
A* (Manh),3,0.025,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.007,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.007,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.024,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.023,4,2,1
A* (Hamm),3,0.011,4,2,1
BFS,3,0.006,4,2,1
DFS,3,0.006,4,2,1
A* (Manh),3,0.023,4,2,1
A* (Hamm),3,0.01,4,2,1
BFS,3,0.028,17,8,3
DFS,3,0.013,7,4,3
A* (Manh),3,0.049,7,4,3
A* (Hamm),3,0.023,7,4,3
BFS,3,0.063,38,18,3
DFS,3,241.49,125424,125412,20
A* (Manh),3,0.092,10,4,3
A* (Hamm),3,0.036,10,4,3
BFS,4,0.022,10,5,2
DFS,4,0.012,6,3,2
A* (Manh),4,0.041,6,3,2
A* (Hamm),4,0.019,6,3,2
BFS,4,0.029,18,8,2
DFS,4,530.427,250659,250649,20
A* (Manh),4,0.134,7,3,2
A* (Hamm),4,0.029,7,3,2
BFS,4,0.039,18,8,2
DFS,4,504.41,250659,250649,20
A* (Manh),4,0.196,7,3,2
A* (Hamm),4,0.029,7,3,2
BFS,4,0.114,69,32,4
DFS,4,328.986,150782,150759,20
A* (Manh),4,0.105,11,5,4
A* (Hamm),4,0.046,11,5,4
BFS,4,0.021,10,5,2
DFS,4,0.012,6,3,2
A* (Manh),4,0.041,6,3,2
A* (Hamm),4,0.02,6,3,2
BFS,4,0.118,68,30,4
DFS,4,46.351,21342,21324,20
A* (Manh),4,0.17,11,5,4
A* (Hamm),4,0.044,11,5,4
BFS,4,0.108,68,30,4
DFS,4,39.48,21342,21324,20
A* (Manh),4,0.181,11,5,4
A* (Hamm),4,0.044,11,5,4
BFS,4,0.006,1,1,0
DFS,4,0.003,1,1,0
A* (Manh),4,0.002,1,1,0
A* (Hamm),4,0.002,1,1,0
BFS,4,0.105,68,30,4
DFS,4,41.316,21342,21324,20
A* (Manh),4,0.18,11,5,4
A* (Hamm),4,0.058,11,5,4
BFS,4,0.091,56,25,4
DFS,4,0.02,12,5,4
A* (Manh),4,0.086,12,5,4
A* (Hamm),4,0.038,12,5,4
BFS,4,0.177,111,56,4
DFS,4,542.024,247799,247779,20
A* (Manh),4,0.185,12,5,4
A* (Hamm),4,0.046,12,5,4
BFS,4,0.162,98,49,4
DFS,4,824.034,372616,372597,20
A* (Manh),4,0.267,13,5,4
A* (Hamm),4,0.051,13,5,4
BFS,4,0.033,18,8,2
DFS,4,530.097,250659,250649,20
A* (Manh),4,0.07,7,3,2
A* (Hamm),4,0.027,7,3,2
BFS,4,0.006,1,1,0
DFS,4,0.003,1,1,0
A* (Manh),4,0.002,1,1,0
A* (Hamm),4,0.002,1,1,0
BFS,4,0.019,10,5,2
DFS,4,0.011,6,3,2
A* (Manh),4,0.04,6,3,2
A* (Hamm),4,0.019,6,3,2
BFS,4,0.018,10,5,2
DFS,4,0.01,6,3,2
A* (Manh),4,0.039,6,3,2
A* (Hamm),4,0.018,6,3,2
BFS,4,0.028,18,8,2
DFS,4,502.166,250659,250649,20
A* (Manh),4,0.071,7,3,2
A* (Hamm),4,0.027,7,3,2
BFS,4,0.023,10,5,2
DFS,4,0.012,6,3,2
