Algorytm,Poziom_trudnosci,Czas_ms,Odwiedzone_stany,Przetworzone_stany,Max_glebokosc
BFS,1,0.033,9,4,1
DFS,1,9010.625,4227410,4227410,20
A* (Manh),1,0.058,4,2,1
A* (Hamm),1,0.02,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8912.659,4218340,4218340,20
A* (Manh),1,0.043,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8767.201,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.019,9,4,1
DFS,1,8891.586,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8932.849,4218340,4218340,20
A* (Manh),1,0.043,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8744.207,4227410,4227410,20
A* (Manh),1,0.045,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8759.061,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,9092.958,4227410,4227410,20
A* (Manh),1,0.043,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8722.255,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8682.888,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8850.224,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.022,9,4,1
DFS,1,8879.363,4218340,4218340,20
A* (Manh),1,0.045,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8831.485,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8987.503,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8940.648,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8824.347,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8937.208,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8710.04,4218340,4218340,20
A* (Manh),1,0.041,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8868.543,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8918.323,4218340,4218340,20
A* (Manh),1,0.044,4,2,1
A* (Hamm),1,0.018,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8695.203,4227410,4227410,20
A* (Manh),1,0.043,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8724.638,4218340,4218340,20
A* (Manh),1,0.043,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.023,9,4,1
DFS,1,9038.452,4218340,4218340,20
A* (Manh),1,0.041,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8718.945,4218340,4218340,20
A* (Manh),1,0.044,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.022,9,4,1
DFS,1,9000.104,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.02,9,4,1
DFS,1,9055.834,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8860.811,4227410,4227410,20
A* (Manh),1,0.043,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,9922.503,4227410,4227410,20
A* (Manh),1,0.047,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,9349.265,4218340,4218340,20
A* (Manh),1,0.043,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,9201.391,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,9115.262,4227410,4227410,20
A* (Manh),1,0.043,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8896.534,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.019,9,4,1
DFS,1,8810.331,4218340,4218340,20
A* (Manh),1,0.044,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8820.469,4227410,4227410,20
A* (Manh),1,0.044,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,9061.674,4227410,4227410,20
A* (Manh),1,0.045,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.022,9,4,1
DFS,1,8772.932,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,9082.753,4218340,4218340,20
A* (Manh),1,0.041,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,9281.427,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8768.716,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8936.881,4227410,4227410,20
A* (Manh),1,0.043,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,9121.318,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8846.028,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8805.312,4227410,4227410,20
A* (Manh),1,0.044,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.02,9,4,1
DFS,1,9212.217,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8824.096,4227410,4227410,20
A* (Manh),1,0.065,4,2,1
A* (Hamm),1,0.019,4,2,1
BFS,1,0.03,9,4,1
DFS,1,8867.352,4218340,4218340,20
A* (Manh),1,0.043,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,9003.816,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,8979.389,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8949.344,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8903.065,4227410,4227410,20
A* (Manh),1,0.079,4,2,1
A* (Hamm),1,0.025,4,2,1
BFS,1,0.031,9,4,1
DFS,1,9067.933,4227410,4227410,20
A* (Manh),1,0.044,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8831.332,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8896.869,4227410,4227410,20
A* (Manh),1,0.043,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8724.085,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.02,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8981.701,4218340,4218340,20
A* (Manh),1,0.044,4,2,1
A* (Hamm),1,0.017,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8967.406,4218340,4218340,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8794.323,4227410,4227410,20
A* (Manh),1,0.042,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.021,9,4,1
DFS,1,8792.201,4218340,4218340,20
A* (Manh),1,0.041,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,1,0.02,9,4,1
DFS,1,9121.338,4218340,4218340,20
A* (Manh),1,0.041,4,2,1
A* (Hamm),1,0.016,4,2,1
BFS,2,0.054,31,13,2
DFS,2,652.818,340420,340405,20
A* (Manh),2,0.297,7,3,2
A* (Hamm),2,0.03,7,3,2
BFS,2,0.059,34,15,2
DFS,2,679.496,352535,352519,20
A* (Manh),2,0.095,7,3,2
A* (Hamm),2,0.027,7,3,2
BFS,2,0.042,23,10,2
DFS,2,2185.856,1095343,1095336,20
A* (Manh),2,0.257,6,3,2
A* (Hamm),2,0.026,6,3,2
BFS,2,0.054,31,13,2
DFS,2,649.247,340420,340405,20
A* (Manh),2,0.159,7,3,2
A* (Hamm),2,0.027,7,3,2
BFS,2,0.041,23,10,2
DFS,2,2180.848,1095343,1095336,20
A* (Manh),2,0.3,6,3,2
A* (Hamm),2,0.029,6,3,2
BFS,2,0.059,31,13,2
DFS,2,659.718,340420,340405,20
A* (Manh),2,0.179,7,3,2
A* (Hamm),2,0.029,7,3,2
BFS,2,0.06,34,15,2
DFS,2,698.192,352535,352519,20
A* (Manh),2,0.098,7,3,2
A* (Hamm),2,0.029,7,3,2
BFS,2,0.044,23,10,2
DFS,2,2186.172,1095343,1095336,20
A* (Manh),2,0.338,6,3,2
A* (Hamm),2,0.026,6,3,2
BFS,2,0.053,31,13,2
DFS,2,655.619,340420,340405,20
A* (Manh),2,0.139,7,3,2
A* (Hamm),2,0.027,7,3,2
BFS,2,0.052,31,13,2
DFS,2,658.288,340420,340405,20
A* (Manh),2,0.276,7,3,2
A* (Hamm),2,0.027,7,3,2
BFS,2,0.041,23,10,2
DFS,2,1277.842,652296,652286,20
A* (Manh),2,0.279,6,3,2
A* (Hamm),2,0.025,6,3,2
BFS,2,0.043,23,10,2
DFS,2,2183.501,1095343,1095336,20
A* (Manh),2,0.216,6,3,2
A* (Hamm),2,0.029,6,3,2
BFS,2,0.042,23,10,2
DFS,2,1274.357,652296,652286,20
A* (Manh),2,0.278,6,3,2
A* (Hamm),2,0.063,6,3,2
BFS,2,0.072,23,10,2
DFS,2,2189.125,1095343,1095336,20
A* (Manh),2,0.214,6,3,2
A* (Hamm),2,0.026,6,3,2
BFS,2,0.054,31,13,2
DFS,2,654.397,340420,340405,20
A* (Manh),2,0.16,7,3,2
A* (Hamm),2,0.033,7,3,2
BFS,2,0.053,31,13,2
DFS,2,652.854,340420,340405,20
A* (Manh),2,0.167,7,3,2
A* (Hamm),2,0.028,7,3,2
BFS,2,0.042,23,10,2
DFS,2,2181.723,1095343,1095336,20
A* (Manh),2,0.37,6,3,2
A* (Hamm),2,0.029,6,3,2
BFS,2,0.006,1,1,0
DFS,2,0.003,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.002,1,1,0
DFS,2,0.002,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.04,23,10,2
DFS,2,2248.043,1095343,1095336,20
A* (Manh),2,0.261,6,3,2
A* (Hamm),2,0.026,6,3,2
BFS,2,0.054,31,13,2
DFS,2,661.279,340420,340405,20
A* (Manh),2,0.066,7,3,2
A* (Hamm),2,0.026,7,3,2
BFS,2,0.006,1,1,0
DFS,2,0.003,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.04,23,10,2
DFS,2,2285.101,1095343,1095336,20
A* (Manh),2,0.197,6,3,2
A* (Hamm),2,0.028,6,3,2
BFS,2,0.044,23,10,2
DFS,2,1291.105,652296,652286,20
A* (Manh),2,0.271,6,3,2
A* (Hamm),2,0.035,6,3,2
BFS,2,0.083,34,15,2
DFS,2,678.751,352535,352519,20
A* (Manh),2,0.177,7,3,2
A* (Hamm),2,0.027,7,3,2
BFS,2,0.039,1,1,0
DFS,2,0.004,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.052,31,13,2
DFS,2,652.688,340420,340405,20
A* (Manh),2,0.078,7,3,2
A* (Hamm),2,0.028,7,3,2
BFS,2,0.044,23,10,2
DFS,2,1271.24,652296,652286,20
A* (Manh),2,0.396,6,3,2
A* (Hamm),2,0.026,6,3,2
BFS,2,0.053,31,13,2
DFS,2,654.03,340420,340405,20
A* (Manh),2,0.088,7,3,2
A* (Hamm),2,0.034,7,3,2
BFS,2,0.042,23,10,2
DFS,2,2177.164,1095343,1095336,20
A* (Manh),2,0.241,6,3,2
A* (Hamm),2,0.025,6,3,2
BFS,2,0.035,1,1,0
DFS,2,0.004,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.047,23,10,2
DFS,2,1266.599,652296,652286,20
A* (Manh),2,0.201,6,3,2
A* (Hamm),2,0.025,6,3,2
BFS,2,0.013,1,1,0
DFS,2,0.005,1,1,0
A* (Manh),2,0.003,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.112,34,15,2
DFS,2,679.489,352535,352519,20
A* (Manh),2,0.131,7,3,2
A* (Hamm),2,0.047,7,3,2
BFS,2,0.042,23,10,2
DFS,2,1294.975,652296,652286,20
A* (Manh),2,0.327,6,3,2
A* (Hamm),2,0.037,6,3,2
BFS,2,0.068,31,13,2
DFS,2,658.47,340420,340405,20
A* (Manh),2,0.121,7,3,2
A* (Hamm),2,0.041,7,3,2
BFS,2,0.058,34,15,2
DFS,2,683.225,352535,352519,20
A* (Manh),2,0.12,7,3,2
A* (Hamm),2,0.033,7,3,2
BFS,2,0.059,34,15,2
DFS,2,677.456,352535,352519,20
A* (Manh),2,0.15,7,3,2
A* (Hamm),2,0.028,7,3,2
BFS,2,0.058,34,15,2
DFS,2,689.774,352535,352519,20
A* (Manh),2,0.136,7,3,2
A* (Hamm),2,0.028,7,3,2
BFS,2,0.054,31,13,2
DFS,2,672.519,340420,340405,20
A* (Manh),2,0.141,7,3,2
A* (Hamm),2,0.028,7,3,2
BFS,2,0.061,34,15,2
DFS,2,715.376,352535,352519,20
A* (Manh),2,0.137,7,3,2
A* (Hamm),2,0.028,7,3,2
BFS,2,0.006,1,1,0
DFS,2,0.003,1,1,0
A* (Manh),2,0.002,1,1,0
A* (Hamm),2,0.002,1,1,0
BFS,2,0.051,31,13,2
DFS,2,663.207,340420,340405,20
A* (Manh),2,0.194,7,3,2
A* (Hamm),2,0.027,7,3,2
BFS,2,0.042,23,10,2
DFS,2,1300.004,652296,652286,20
A* (Manh),2,0.377,6,3,2
A* (Hamm),2,0.04,6,3,2
BFS,2,0.055,31,13,2
